Cycle,V_mean,V_std,V_min,V_max,V_range,V_p10,V_p90,V_slope,V_integ,I_mean,I_std,I_min,I_max,T_mean,T_std,T_rise,T_max,T_slope,power,dur,Capacity,SOH
1,3.5298286688693397,0.2359570706808563,2.612467347907089,4.191491807505295,1.5790244595982057,3.236098137809889,3.812776759011264,-0.0038569376458675135,3.5108726744928664,-1.8187019641679727,0.593546181674474,-2.0180146876333027,0.000728585272845447,32.572328114029,3.4869204762216834,9.900818955970422,38.98218133148803,0.05893763828450058,6.4632035782940935,197.0,1.8564874208181574,100.0
2,3.5373201277859714,0.23476492928592219,2.587208728940726,4.189773213846608,1.6025644849058818,3.252594978249525,3.8199523621778977,-0.0038388996901522624,3.5182129387528867,-1.8175598506612867,0.5951796218062511,-2.016820542901454,0.002927403359080335,32.72523522519307,3.4267342264664666,9.694384651459377,39.033397966787035,0.05830904283966331,6.47261196803546,196.0,1.846327249719927,99.45272071416714
3,3.5437367282719,0.22752543549673088,2.6519168938437794,4.188186735991303,1.536269842147524,3.2758771210347444,3.822833175451204,-0.003754266233080257,3.5244658622568736,-1.8164865418840956,0.5964980204475099,-2.016573862170142,0.0014836763652280672,32.64286193755933,3.379475042762775,9.498512551808865,38.818796689817404,0.0577819103942839,6.476840373944161,195.0,1.8353491942234077,98.86138595081705
4,3.5436661072601456,0.23274431724182537,2.592947964776547,4.188461118855572,1.5955131540790246,3.263992337184837,3.825593663096834,-0.00384593175374754,3.5243293985545714,-1.8255891938692528,0.5834624841611844,-2.0159359571668354,0.001547011952723541,32.51487646204882,3.3865437316993527,9.759213483377053,38.7623045063458,0.05848498261157551,6.509010349406403,194.0,1.8352625275821128,98.85671763794173
5,3.5423432526672167,0.2366885716567803,2.547419651124539,4.188298524761055,1.6408788736365159,3.258678327968861,3.8263967500367224,-0.003896802427898274,3.5230293473681256,-1.8261139590277586,0.5834685498827803,-2.017425579158831,0.001701454824503414,32.38234901543077,3.3958806914600226,9.821088030630566,38.66539257343368,0.05870449769241273,6.5102405373451955,194.0,1.8346455082120419,98.82348178817772
6,3.5413347346347575,0.23931625998293235,2.5209480504077413,4.188815807948604,1.6678677575408627,3.2545801000334666,3.828095667497596,-0.003912062888173189,3.522126670734956,-1.8168108743168803,0.5967015706365189,-2.0162347618032066,0.0024899497555445145,32.43418218230641,3.4173255675455376,9.67862954407801,38.75169504640032,0.058591321896951404,6.47930923440532,195.0,1.8356616600675495,98.87821697485944
7,3.5410250495075215,0.2425153341196382,2.487927319492314,4.18839163793879,1.700464318446476,3.2458493327143034,3.8298263522486473,-0.003955746789383675,3.521840094872934,-1.816791144707133,0.5964919190059063,-2.01583310669507,0.002314295882739856,32.480416444757985,3.419542558294876,9.713406476715374,38.8207012322275,0.05867913183901441,6.48048355519179,195.0,1.8351461429226603,98.85044855913476
8,3.554133296801584,0.22731251096165395,2.6652049047458775,4.188927891511958,1.5237229867660806,3.2776035761204225,3.8341986275320488,-0.0038491079430584413,3.5344862846751814,-1.8443412120754061,0.5573831672048897,-2.0166395518034546,0.002227616056915605,32.41046186109587,3.3516161723228617,10.04861303702737,38.51713023385634,0.0591761511909165,6.589849808804335,191.0,1.8257567905665537,98.34468955151549
9,3.5529355991467955,0.2324538495076242,2.6038584726333673,4.189029250882121,1.5851707782487536,3.270081984647192,3.83487187949172,-0.003938659351328825,3.5332344407617997,-1.853972745505648,0.5424840616663397,-2.018357230695621,0.005401028321021492,32.3461408313,3.3724043396197616,10.416617894591525,38.526267904657,0.06004320700697032,6.621885371651223,190.0,1.8247738529891333,98.29174345738105
10,3.5512057319376997,0.23672870147542147,2.552853984885676,4.189223427076418,1.636369442190742,3.2603134055652214,3.8356714425397973,-0.003993356085964121,3.5315277637530373,-1.8535899338510957,0.5423346882876612,-2.0160718378149842,0.0030191479674457028,32.27679750791685,3.384318782535614,10.45767899775148,38.52698128472781,0.06028649622720589,6.618774596469597,190.0,1.824613268496936,98.2830935473199
