Cycle,V_mean,V_std,V_min,V_max,V_range,V_p10,V_p90,V_slope,V_integ,I_mean,I_std,I_min,I_max,T_mean,T_std,T_rise,T_max,T_slope,power,dur,Capacity,SOH
1,3.5275462263272543,0.2356155544529411,2.4721608434600437,4.188195942647034,1.71603509918699,3.2865274875856967,3.8023055913539907,-0.0020491919036385482,3.517653686722652,-1.9541761960216968,0.32755521190017756,-2.012995081928318,0.001459080605681204,31.773285281389256,3.3892433008816,13.386151046838325,38.10180309676608,0.031527431968429304,6.910342016981608,366.0,1.8550045207910817,100.0
2,3.534835576186522,0.23789656784178786,2.4114381994148304,4.186703558364525,1.7752653589496945,3.2983896494805505,3.8116467358247026,-0.002076356560339554,3.524787625602507,-1.9474374301153292,0.34474912073135366,-2.012643873951446,0.0031077708566253433,31.924891594728642,3.2752302224155914,12.840688150550076,38.14987995994155,0.03083280686841576,6.903684590119216,362.0,1.8431955317089987,99.3633983664338
3,3.538246596159443,0.23728971261206758,2.394395968141027,4.188811210133346,1.7944152419923185,3.3072244234158066,3.814997557578959,-0.0020930777958896177,3.528099013946485,-1.9520511323479741,0.33092880126857177,-2.0118244627327857,0.0021731033544040283,31.31691283374216,3.2627553263141578,12.936957676974203,37.5266914843442,0.031061707020232674,6.924385612715138,358.0,1.8396018424355423,99.16966895859797
4,3.537697945111872,0.23668744588744997,2.3999481734774424,4.188875360300162,1.7889271868227192,3.301521013402317,3.814821287671074,-0.002110658987352037,3.527428509519545,-1.9460914562122762,0.3479124254783602,-2.0135271229076634,0.0019898436251189404,30.821190751176527,3.286261154647626,12.817013661624003,37.06279237079503,0.03157009849598076,6.904437463425406,355.0,1.8306736044962053,98.68836350412234
5,3.542667604586918,0.2394353252581165,2.3851461229395867,4.189908817357781,1.8047626944181947,3.302122829871781,3.8231910053677085,-0.0021376337608639455,3.53234625364401,-1.9412796601390512,0.3634908467567985,-2.014479287336525,0.001791496299138119,31.95346971511436,3.299128199072179,12.66252853617101,38.2110354381278,0.03180799857215768,6.899917896734141,354.0,1.8327002069419656,98.79761404357093
6,3.5451037330477333,0.24110752752449982,2.3716770708389117,4.190509582057232,1.8188325112183206,3.304004530168676,3.827950041329686,-0.0021702537569880604,3.5346987534321728,-1.9400338819083036,0.36496332223544575,-2.01246830059768,0.002663054224170818,32.02311236185272,3.208976723644848,12.358024758527424,38.17496505957075,0.03119718587421715,6.901003264059901,351.0,1.8285288846046388,98.57274546289774
7,3.5475142438631493,0.2318511800008401,2.4964491577040793,4.1903241054041,1.6938749477000208,3.301471737101762,3.827237702437174,-0.0021370575201086783,3.536940507328277,-1.9335667184847714,0.3808832811419138,-2.0129654127777004,0.0024302706501015303,31.634533158077694,3.1972191610410667,12.03779336199327,37.64038685475582,0.031350587654327855,6.882588649397276,348.0,1.8212011895697924,98.17772243450524
8,3.544812433691423,0.2359561532347725,2.4374506721131883,4.190302498850287,1.752851826737099,3.29607831733007,3.8262924681074852,-0.0021812307724471142,3.534153045757696,-1.9332161326561408,0.3824771942488669,-2.0253396376938984,0.007315177847634387,31.288194921595714,3.2292773880953023,12.210256977665153,37.37602884738843,0.03195339440707072,6.876869613622443,345.0,1.8151700106433282,97.85259228744275
9,3.5434780274164095,0.23682620647693875,2.4152206992194847,4.188517549229078,1.7732968500095936,3.2943147672428648,3.8248881886295774,-0.002203315757625884,3.5327248060643304,-1.9325959489970461,0.3841188149850458,-2.0164107237206794,0.0013308719123062843,31.11122470608501,3.2781775320054463,12.384087915839086,37.28928029078695,0.03273423039213791,6.87215030178661,342.0,1.8042980520967649,97.26650430627024
10,3.543133206790044,0.2397794991641069,2.377432309524995,4.191794143442699,1.8143618339177041,3.2988918285763305,3.825504680965631,-0.0022120347802282547,3.532439849111514,-1.9387520938161948,0.36905252794524707,-2.0137948590788683,0.0019160597964111145,31.13166983979621,3.332242371690498,12.751215988530085,37.52377766578506,0.03317863948629751,6.891450745713808,343.0,1.8231002302844226,98.28009634752517
